lower,upper,single,mfj,mfs,hoh
88051,88151,4846,2532,4846,3004
88151,88251,4855,2538,4855,3012
88251,88351,4865,2544,4865,3020
88351,88451,4874,2550,4874,3028
88451,88551,4883,2556,4883,3036
88551,88651,4893,2562,4893,3044
88651,88751,4902,2568,4902,3052
88751,88851,4911,2574,4911,3060
88851,88951,4921,2580,4921,3068
88951,89051,4930,2586,4930,3076
89051,89151,4939,2592,4939,3084
89151,89251,4948,2598,4948,3092
89251,89351,4958,2604,4958,3100
89351,89451,4967,2610,4967,3108
89451,89551,4976,2616,4976,3116
89551,89651,4986,2622,4986,3124
89651,89751,4995,2628,4995,3132
89751,89851,5004,2634,5004,3140
89851,89951,5014,2640,5014,3148
89951,90051,5023,2646,5023,3156
90051,90151,5032,2652,5032,3164
90151,90251,5041,2658,5041,3172
90251,90351,5051,2664,5051,3180
90351,90451,5060,2670,5060,3188
90451,90551,5069,2676,5069,3196
90551,90651,5079,2682,5079,3204
90651,90751,5088,2688,5088,3212
90751,90851,5097,2694,5097,3220
90851,90951,5107,2700,5107,3228
90951,91051,5116,2706,5116,3236
91051,91151,5125,2712,5125,3244
91151,91251,5134,2718,5134,3252
91251,91351,5144,2724,5144,3260
91351,91451,5153,2730,5153,3268
91451,91551,5162,2736,5162,3276
91551,91651,5172,2742,5172,3284
91651,91751,5181,2748,5181,3292
91751,91851,5190,2754,5190,3300
91851,91951,5200,2760,5200,3308
91951,92051,5209,2766,5209,3316
92051,92151,5218,2772,5218,3324
92151,92251,5227,2778,5227,3332
92251,92351,5237,2784,5237,3340
92351,92451,5246,2790,5246,3348
92451,92551,5255,2796,5255,3356
92551,92651,5265,2802,5265,3364
92651,92751,5274,2808,5274,3372
92751,92851,5283,2814,5283,3380
92851,92951,5293,2820,5293,3388
92951,93051,5302,2826,5302,3396
93051,93151,5311,2832,5311,3405
93151,93251,5320,2838,5320,3414
93251,93351,5330,2844,5330,3423
93351,93451,5339,2850,5339,3433
93451,93551,5348,2856,5348,3442
93551,93651,5358,2862,5358,3451
93651,93751,5367,2868,5367,3461
93751,93851,5376,2874,5376,3470
93851,93951,5386,2880,5386,3479
93951,94051,5395,2886,5395,3489
94051,94151,5404,2892,5404,3498
94151,94251,5413,2898,5413,3507
94251,94351,5423,2904,5423,3516
94351,94451,5432,2910,5432,3526
94451,94551,5441,2916,5441,3535
94551,94651,5451,2922,5451,3544
94651,94751,5460,2928,5460,3554
94751,94851,5469,2934,5469,3563
94851,94951,5479,2940,5479,3572
94951,95051,5488,2946,5488,3582
95051,95151,5497,2952,5497,3591
95151,95251,5506,2958,5506,3600
95251,95351,5516,2964,5516,3609
95351,95451,5525,2970,5525,3619
95451,95551,5534,2976,5534,3628
95551,95651,5544,2982,5544,3637
95651,95751,5553,2988,5553,3647
95751,95851,5562,2994,5562,3656
95851,95951,5572,3000,5572,3665
95951,96051,5581,3006,5581,3675
96051,96151,5590,3012,5590,3684
96151,96251,5599,3018,5599,3693
96251,96351,5609,3024,5609,3702
96351,96451,5618,3030,5618,3712
96451,96551,5627,3036,5627,3721
96551,96651,5637,3042,5637,3730
96651,96751,5646,3048,5646,3740
96751,96851,5655,3054,5655,3749
96851,96951,5665,3060,5665,3758
96951,97051,5674,3066,5674,3768
97051,97151,5683,3072,5683,3777
97151,97251,5692,3078,5692,3786
97251,97351,5702,3084,5702,3795
97351,97451,5711,3090,5711,3805
97451,97551,5720,3096,5720,3814
97551,97651,5730,3102,5730,3823
97651,97751,5739,3108,5739,3833
97751,97851,5748,3114,5748,3842
97851,97951,5758,3120,5758,3851
97951,98051,5767,3126,5767,3861
98051,98151,5776,3132,5776,3870
98151,98251,5785,3138,5785,3879
98251,98351,5795,3144,5795,3888
98351,98451,5804,3150,5804,3898
98451,98551,5813,3156,5813,3907
98551,98651,5823,3162,5823,3916
98651,98751,5832,3168,5832,3926
98751,98851,5841,3174,5841,3935
98851,98951,5851,3180,5851,3944
98951,99051,5860,3186,5860,3954
99051,99151,5869,3192,5869,3963
99151,99251,5878,3198,5878,3972
99251,99351,5888,3204,5888,3981
99351,99451,5897,3210,5897,3991
99451,99551,5906,3216,5906,4000
99551,99651,5916,3222,5916,4009
99651,99751,5925,3228,5925,4019
99751,99851,5934,3234,5934,4028
99851,99951,5944,3240,5944,4037
99951,100000,5951,3245,5951,4044
