lower,upper,single,mfj,mfs,hoh
87451,87551,5140,2784,5140,3432
87551,87651,5149,2790,5149,3442
87651,87751,5158,2796,5158,3451
87751,87851,5168,2802,5168,3460
87851,87951,5177,2808,5177,3470
87951,88051,5186,2814,5186,3479
88051,88151,5196,2820,5196,3488
88151,88251,5205,2826,5205,3498
88251,88351,5214,2832,5214,3507
88351,88451,5223,2838,5223,3516
88451,88551,5233,2844,5233,3525
88551,88651,5242,2850,5242,3535
88651,88751,5251,2856,5251,3544
88751,88851,5261,2862,5261,3553
88851,88951,5270,2868,5270,3563
88951,89051,5279,2874,5279,3572
89051,89151,5289,2880,5289,3581
89151,89251,5298,2886,5298,3591
89251,89351,5307,2892,5307,3600
89351,89451,5316,2898,5316,3609
89451,89551,5326,2904,5326,3618
89551,89651,5335,2910,5335,3628
89651,89751,5344,2916,5344,3637
89751,89851,5354,2922,5354,3646
89851,89951,5363,2928,5363,3656
89951,90051,5372,2934,5372,3665
90051,90151,5382,2940,5382,3674
90151,90251,5391,2946,5391,3684
90251,90351,5400,2952,5400,3693
90351,90451,5409,2958,5409,3702
90451,90551,5419,2964,5419,3711
90551,90651,5428,2970,5428,3721
90651,90751,5437,2976,5437,3730
90751,90851,5447,2982,5447,3739
90851,90951,5456,2988,5456,3749
90951,91051,5465,2994,5465,3758
91051,91151,5475,3000,5475,3767
91151,91251,5484,3006,5484,3777
91251,91351,5493,3012,5493,3786
91351,91451,5502,3018,5502,3795
91451,91551,5512,3024,5512,3804
91551,91651,5521,3030,5521,3814
91651,91751,5530,3036,5530,3823
91751,91851,5540,3042,5540,3832
91851,91951,5549,3048,5549,3842
91951,92051,5558,3054,5558,3851
92051,92151,5568,3060,5568,3860
92151,92251,5577,3066,5577,3870
92251,92351,5586,3072,5586,3879
92351,92451,5595,3078,5595,3888
92451,92551,5605,3084,5605,3897
92551,92651,5614,3090,5614,3907
92651,92751,5623,3096,5623,3916
92751,92851,5633,3102,5633,3925
92851,92951,5642,3108,5642,3935
92951,93051,5651,3114,5651,3944
93051,93151,5661,3120,5661,3953
93151,93251,5670,3126,5670,3963
93251,93351,5679,3132,5679,3972
93351,93451,5688,3138,5688,3981
93451,93551,5698,3144,5698,3990
93551,93651,5707,3150,5707,4000
93651,93751,5716,3156,5716,4009
93751,93851,5726,3162,5726,4018
93851,93951,5735,3168,5735,4028
93951,94051,5744,3174,5744,4037
94051,94151,5754,3180,5754,4046
94151,94251,5763,3186,5763,4056
94251,94351,5772,3192,5772,4065
94351,94451,5781,3198,5781,4074
94451,94551,5791,3204,5791,4083
94551,94651,5800,3210,5800,4093
94651,94751,5809,3216,5809,4102
94751,94851,5819,3222,5819,4111
94851,94951,5828,3228,5828,4121
94951,95051,5837,3234,5837,4130
95051,95151,5847,3240,5847,4139
95151,95251,5856,3246,5856,4149
95251,95351,5865,3252,5865,4158
95351,95451,5874,3258,5874,4167
95451,95551,5884,3264,5884,4176
95551,95651,5893,3270,5893,4186
95651,95751,5902,3276,5902,4195
95751,95851,5912,3282,5912,4204
95851,95951,5921,3288,5921,4214
95951,96051,5930,3294,5930,4223
96051,96151,5940,3300,5940,4232
96151,96251,5949,3306,5949,4242
96251,96351,5958,3312,5958,4251
96351,96451,5967,3318,5967,4260
96451,96551,5977,3324,5977,4269
96551,96651,5986,3330,5986,4279
96651,96751,5995,3336,5995,4288
96751,96851,6005,3342,6005,4297
96851,96951,6014,3348,6014,4307
96951,97051,6023,3356,6023,4316
97051,97151,6033,3364,6033,4325
97151,97251,6042,3372,6042,4335
97251,97351,6051,3380,6051,4344
97351,97451,6060,3388,6060,4353
97451,97551,6070,3396,6070,4362
97551,97651,6079,3404,6079,4372
97651,97751,6088,3412,6088,4381
97751,97851,6098,3420,6098,4390
97851,97951,6107,3428,6107,4400
97951,98051,6116,3436,6116,4409
98051,98151,6126,3444,6126,4418
98151,98251,6135,3452,6135,4428
98251,98351,6144,3460,6144,4437
98351,98451,6153,3468,6153,4446
98451,98551,6163,3476,6163,4455
98551,98651,6172,3484,6172,4465
98651,98751,6181,3492,6181,4474
98751,98851,6191,3500,6191,4483
98851,98951,6200,3508,6200,4493
98951,99051,6209,3516,6209,4502
99051,99151,6219,3524,6219,4511
99151,99251,6228,3532,6228,4521
99251,99351,6237,3540,6237,4530
99351,99451,6246,3548,6246,4539
99451,99551,6256,3556,6256,4548
99551,99651,6265,3564,6265,4558
99651,99751,6274,3572,6274,4567
99751,99851,6284,3580,6284,4576
99851,99951,6293,3588,6293,4586
99951,100000,6300,3594,6300,4593
